name,domain,year founded,industry,size range,city, state,country, linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low,website_rank,organic_traffic,traffic_cost
tax,tax.es,1988.0,management consulting,201 - 500,figueres, catalonia, spain,linkedin.com/company/grupo-tax,98,137,3.3,26.0,16,3,ATAX,462960000.0,1090000000.0,15.95,,,11.09,1.36,26.19,,0.7629,0.4351,0.0334,0.083,41740000.0,0.69,-0.5429999999999999,47350000.0,,28810000.0,0.48,-0.46299999999999997,40840000.0,0.67,581200000.0,133.31,20500000.0,,0.35,0.3033,0.1325,8.18,5.4,N/A,N/A,N/A
great basin scientific,gbscience.com,2005.0,medical devices,51 - 200,salt lake city, utah, united states,linkedin.com/company/great-basin-scientific,30,134,2.3,26.0,18,1,GBSNQ,83730.0,44530000.0,,,,0.03,,14.15,-1.45,0.0,-10.6156,-0.7348,,3150000.0,4.12,0.136,-5010000.0,-30800000.0,-33990000.0,-88.62299999999998,,25620.0,0.01,44490000.0,,-27550000.0,-110230000.0,-48.15,0.213,0.1325,0.06,0.01,N/A,N/A,N/A
roberts,robertscompany.com,1977.0,construction,201 - 500,winterville, north carolina, united states,linkedin.com/company/roberts-,103,211,2.7,26.0,12,1,MURZY,288700000.0,317930000.0,16.67,,,,0.64,,,0.0167,0.0,0.0323,0.0699,,,0.035,2240000000.0,,,0.048,-0.037000000000000005,,,,29.29,,,0.46,-0.2381,0.1325,1.15,0.65,N/A,N/A,N/A
bravo,bravo.com.tr,1996.0,consumer services,51 - 200,baltimore, maryland, united states,linkedin.com/company/bravo,53,73,2.6,26.0,56,1,BRVO,2480000.0,3210000.0,,,,,,,-13.68,0.0,0.0,-42.8485,,,,,,-234580.0,-403730.0,-0.047,,6460.0,0.0,94410.0,,-180070.0,1520000.0,,2.4688,0.1325,0.95,0.08,N/A,N/A,N/A
grail,grailshop.ca,2018.0,retail,1 - 10,vancouver, british columbia, canada,linkedin.com/company/grailshop,2,2,3.4,26.0,21,19,SVGAF,1280000.0,1330000.0,,,,,1.71,,,0.0,0.0,-0.0718,-0.1509,,,,,,,-0.004,,,,,,,,3.07,0.6,0.1325,0.08,0.01,N/A,N/A,N/A
sapiens,sapiens.com,1982.0,computer software,1001 - 5000,cary, north carolina, united states,linkedin.com/company/sapiens,940,1847,3.6,217.0,136,67,SPNS,1110000000.0,1190000000.0,48.24,25.51,1.52,3.56,5.12,3.8,24.64,0.0742,0.1096,0.0512,0.1121,312270000.0,6.25,0.128,109570000.0,48160000.0,23160000.0,0.46,0.431,73140000.0,1.46,124520000.0,57.47,56240000.0,29600000.0,0.98,0.9927,0.1325,23.7,10.11,N/A,N/A,N/A
firstgroup,firstgroup.co.za,2001.0,transportation/trucking/railroad,51 - 200,johannesburg, gauteng, south africa,linkedin.com/company/firstgroup,26,40,3.0,151.0,197,21,FGP,68010000.0,2170000000.0,,-3.5,-0.05,0.04,,1.29,10.71,-0.0378,0.0736,0.059000000000000004,,1680000000.0,17.34,-0.19699999999999998,770470000.0,202840000.0,-63600000.0,-0.655,,11050000.0,0.11,2190000000.0,,15070000.0,-68290000.0,2.53,-0.5421,0.1325,1.87,0.5,N/A,N/A,N/A
sierra wireless,sierrawireless.com,1993.0,wireless,1001 - 5000,richmond, british columbia, canada,linkedin.com/company/sierra-wireless,700,1917,3.4,119.0,178,36,SWIR,302340000.0,239770000.0,,38.19,33.42,0.41,0.75,0.32,15.31,-0.0857,-0.024700000000000003,-0.0172,-0.1521,740610000.0,20.5,-0.145,264580000.0,15660000.0,-63450000.0,-1.76,,86900000.0,2.4,20440000.0,5.28,35580000.0,56840000.0,,-0.5115999999999999,0.1325,16.56,7.81,182644,15.27K,$2.50K
db,db.com.mt,2008.0,management consulting,501 - 1000,malta, paraíba, brazil,linkedin.com/company/db,204,239,3.1,75.0,69,26,ADBE,142100000000.0,141700000000.0,52.23,30.11,1.94,13.35,13.9,13.31,39.73,0.261,0.2836,0.1064,0.2908,10640000000.0,21.84,0.237,7840000000.0,3570000000.0,2780000000.0,5.62,0.19,3650000000.0,7.54,4140000000.0,40.39,4150000000.000001,2850000000.0,1.08,0.2158,0.1325,313.11,204.95,N/A,N/A,N/A
mast,designbymast.com,2000.0,graphic design,51 - 200,matthews, north carolina, united states,linkedin.com/company/mast,61,67,3.0,49.0,93,13,MA,280530000000.0,282060000000.0,41.35,30.73,2.07,17.24,56.75,17.33,29.07,0.425,0.5703,0.2353,1.2673,16280000000.000004,15.91,0.146,14950000000.0,9700000000.0,6920000000.0,6.72,0.11,5850000000.0,5.8,8220000000.000002,162.79,6540000000.0,5960000000.0,1.04,0.3808,0.1325,293.69,171.89,N/A,N/A,N/A
orbcomm,orbcomm.com,1993.0,wireless,501 - 1000,rochelle park, new jersey, united states,linkedin.com/company/orbcomm,290,587,3.3,44.0,46,6,ORBC,337010000.0,563010000.0,,-28.07,-0.95,1.25,1.38,2.1,11.9,-0.0803,-0.0038,-0.0011,-0.08460000000000001,268670000.0,3.38,-0.026000000000000002,129510000.0,47300000.0,-21580000.0,-0.272,,50900000.0,0.65,264640000.0,110.0,33190000.0,21690000.0,1.01,-0.5361,0.1325,9.93,3.58,N/A,N/A,N/A
tala,tala.co,2012.0,financial services,201 - 500,santa monica, california, united states,linkedin.com/company/tala-mobile,112,156,4.0,43.0,11,29,CPTA,138460000.0,346750000.0,,9.95,0.67,3.03,0.91,7.59,,-0.8046,0.6927,0.0426,-0.2069,45710000.0,2.84,-0.122,47290000.0,,-36780000.0,-2.29,,62780000.0,3.88,272640000.0,179.51,43140000.0,21930000.0,,0.0535,0.1325,9.99,6.46,18199,428.45K,$251
santen,santen.com,1890.0,pharmaceuticals,1001 - 5000,osaka, ōsaka, japan,linkedin.com/company/santen,579,962,3.1,36.0,61,7,SNPHF,6950000000.0,6880000000.0,,24.64,,,,,,0.1288,0.0,0.0621,0.1024,,,0.031,143260000000.0,,,,-0.10300000000000001,,,,,,,0.63,0.17350000000000002,0.1325,17.8,14.7,N/A,N/A,N/A
hsc,hsc.com,2005.0,computer software,1001 - 5000,rockville, maryland, united states,linkedin.com/company/hsc,705,1275,3.6,34.0,35,4,CHSCL,,,,,,,,,,0.026000000000000002,0.0204,0.0248,0.0987,31900000000.0,,-0.017,1380000000.0,1130000000.0,661210000.0,,-0.256,211180000.0,,3950000000.0,45.78,1140000000.0,-144710000.0,,0.0424,0.1325,27.99,24.42,N/A,N/A,N/A
imris,imris.com,2005.0,medical devices,51 - 200,minnetonka, minnesota, united states,linkedin.com/company/imris,80,319,2.8,31.0,25,5,IMRSQ,6260.0,18490000.0,,,,0.0,0.0,0.64,-0.91,-1.0518,-0.8009000000000001,-0.1915,-1.2983000000000002,28890000.0,0.55,-0.043,9930000.0,-20300000.0,-30390000.0,-0.5820000000000001,,5000000.0,0.08,23480000.0,199.17,-10910000.0,4580000.0,119.24,-0.9231,0.1325,0.0021,0.0001,N/A,N/A,N/A
puls,mycellsavers.com,2015.0,consumer services,51 - 200,san francisco, california, united states,linkedin.com/company/cellsavers,47,59,4.2,31.0,17,11,PLSE,295810000.0,270570000.0,,-7.91,,,7.22,,-6.46,0.0,0.0,-0.6614,-1.2204000000000002,,,,,-41860000.0,-42140000.0,-2.11,,34500000.0,1.66,3850000.0,9.4,-31300000.0,-16110000.0,1.83,0.1027,0.1325,19.77,9.52,N/A,N/A,N/A
excelsior,excelsiorintegrated.com,1993.0,package/freight delivery,51 - 200,north adams, massachusetts, united states,linkedin.com/company/excelsior,65,91,2.8,30.0,15,5,CMIXF,,23200000.0,,,,,,,,0.0718,0.0,0.0697,0.0851,,,0.297,17730000.0,,,,0.138,,,,0.04,,,0.9,,0.1325,0.8,0.8,N/A,N/A,N/A
edison international,edison.com,2013.0,utilities,1001 - 5000,rosemead, california, united states,linkedin.com/company/edison-international,1259,1931,3.1,29.0,89,1,EIX,24420000000.0,45780000000.0,,15.0,3.64,1.97,1.86,3.7,12.4,-0.0233,0.1836,0.0241,-0.0218,12390000000.0,37.39,-0.124,4450000000.0,3690000000.0,-323000000.0,-0.87,-0.08199999999999999,547000000.0,1.52,19250000000.0,125.39,89000000.0,-3200000000.0,0.08,0.4164,0.1325,76.45,46.65,15806,516.21K,$4.24K
xtech,xtechjv.com,2003.0,information technology and services,11 - 50,san francisco, california, united states,linkedin.com/company/xtech,13,25,4.4,29.0,25,,MTEHF,3760000.0,3950000.0,,,,,,,,0.0,0.0,-0.9584,-1.9524,,,,-40080.0,,,,,,,,,,,1.94,-0.4664,0.1325,0.08,0.015,N/A,N/A,N/A
agent,insuremekevin.com,2010.0,insurance,201 - 500,granite bay, california, united states,linkedin.com/company/kevin-knauss-health-&-life-insurance,107,121,4.1,29.0,1,5,MGTA,397360000.0,227430000.0,,-5.15,,,2.17,,-3.3,0.0,0.0,-0.2337,-0.3709,,,,,-68880000.0,-65239999.99999999,-1.91,,172270000.0,4.52,,,-53140000.0,-46210000.0,,0.4616,0.1325,21.0,5.31,N/A,N/A,N/A
api,api.ch,1990.0,information technology and services,1001 - 5000,lausanne, vaud, switzerland,linkedin.com/company/api,462,713,2.5,28.0,29,5,ABDC,115880000.0,194420000.0,16.98,14.06,,4.61,0.82,7.73,,0.2784,0.701,0.0444,0.0481,25150000.0,1.93,-0.145,28970000.0,,7000000.0,0.53,-0.431,4830000.0,0.38,83110000.0,58.79,,,,0.434,0.1325,9.4,6.15,N/A,N/A,N/A
b&g foods,bgfoods.com,1889.0,food & beverages,501 - 1000,parsippany, new jersey, united states,linkedin.com/company/b&g-foods,355,583,3.5,27.0,36,10,BGS,1080000000.0,2950000000.0,6.0,9.26,2.52,0.65,1.24,1.79,10.29,0.10800000000000001,0.1391,0.0409,0.2125,1650000000.0,25.18,-0.039,425820000.0,286580000.0,178050000.0,2.72,-0.027999999999999997,267010000.0,4.17,2180000000.0,258.22,71720000.0,344790000.0,0.42,-0.4626,0.1325,31.6,14.2,274097,7.78K,$133
american bank,americanfsb.com,1983.0,banking,201 - 500,elk grove village, illinois, united states,linkedin.com/company/american-bank,231,716,2.8,27.0,39,2,AMBK,32420000.0,173620000.0,15.62,,,1.99,1.36,10.63,,0.3108,0.4736,0.009000000000000001,0.1005,16329999.999999998,2.91,0.075,15080000.0,,5080000.0,0.8,0.14,,,103230000.0,,,,-0.3,0.046,0.1325,13.55,10.95,N/A,N/A,N/A
atf,atf.gov,1972.0,law enforcement,1001 - 5000,washington, district of columbia, united states,linkedin.com/company/atf,953,1726,3.9,26.0,21,1,ARCE,2110000000.0,2110000000.0,806.27,31.39,17.24,,6.84,,,-0.1828,0.0,0.0364,-0.1154,,,0.6890000000000001,300240000.0,,,0.05,0.8170000000000001,,,,1.97,,,,0.792,0.1325,56.74,17.68,23272,309.54K,$6.61K
tibi,tibi.com,1997.0,apparel & fashion,51 - 200,new york, new york, united states,linkedin.com/company/tibi,64,441,3.5,26.0,17,11,OPTI,38950.0,883130.0,,,,2.5,,56.78,-4.33,0.0,-15.1319,-0.2223,,15550.0,0.0,,32740.000000000004,-204150.0,-5070000.0,-0.28600000000000003,,9240.0,0.0,871210.0,,-283230.0,4340000.0,-10.0,-0.9993,0.1325,4.95,0.0021,137264,24.38K,$1.30K
rdio,rdio.com,2009.0,music,11 - 50,san francisco, california, united states,linkedin.com/company/rdio,21,224,3.7,26.0,35,10,CSII,1500000000.0,1460000000.0,,236.0,-24.66,5.84,10.53,5.71,-6533.27,-0.0123,-0.0148,-0.0114,-0.0228,256240000.0,7.62,0.146,200340000.0,-224000.0,-3150000.0,-0.09,,104970000.0,2.98,21720000.0,15.29,5760000.0,12230000.0,1.6,0.4559,0.1325,52.54,24.84,N/A,N/A,N/A
our,ourkebab.com,2009.0,restaurants,11 - 50,paris, île-de-france, france,linkedin.com/company/our,11,14,3.6,26.0,6,5,AREC,16579999.999999998,42180000.0,,-1.34,,0.49,1.34,1.26,-2.8,-0.9553,-0.6286,-0.3054,,33510000.0,2.38,0.33,3360000.0,-15070000.0,-32040000.0,-2.271,,1130000.0,0.05,27300000.0,254.46,-8260000.0,-1120000.0,-22.75,-0.9404,0.1325,14.0,0.48,N/A,N/A,N/A
circassia,circassia.com,2006.0,biotechnology,201 - 500,oxford, oxfordshire, united kingdom,linkedin.com/company/circassia,233,360,3.5,26.0,10,16,CIR,832220000.0,1540000000.0,,12.05,3.06,0.77,1.68,1.43,12.4,-0.1388,0.0533,,,1080000000.0,54.24,-0.203,350650000.0,124550000.0,-64959999.99999999,-7.54,,76080000.0,3.82,767510000.0,155.09,,,2.11,0.2611,0.1325,47.8,19.73,318356,5.99K,$139
gse systems,gses.com,1971.0,oil & energy,201 - 500,sykesville, maryland, united states,linkedin.com/company/gse-systems,116,376,3.3,25.0,81,4,GVP,24520000.0,40890000.0,,7.18,-0.12,0.27,0.89,0.45,6.12,-0.04650000000000002,0.044800000000000006,0.0393,-0.1448,90310000.0,4.54,-0.05,23130000.0,6680000.0,-4200000.0,-0.211,,9670000.0,0.48,25640000.0,92.83,1950000.0,2650000.0,1.27,-0.5724,0.1325,3.25,1.2,160112,18.93K,$41
estech,estech.com,1996.0,medical devices,11 - 50,berwyn, pennsylvania, united states,linkedin.com/company/estech,24,92,3.2,25.0,18,6,SNES,19680000.0,17060000.0,,-2.24,-0.03,69.05,4.46,59.85,-1.82,0.0,-34.3333,-0.9722,-2.0402,285000.0,0.01,-0.33299999999999996,56000.0,-9350000.0,-10120000.0,-0.4370000000000001,,2580000.0,0.09,395000.0,10.06,-8480000.0,-4720000.0,1.82,0.0986,0.1325,1.95,0.55,N/A,N/A,N/A
safe,safe.org.nz,1932.0,non-profit organization management,201 - 500,grey lynn, auckland, new zealand,linkedin.com/company/safe,75,99,4.3,25.0,15,4,AMSF,1290000000.0,1160000000.0,16.72,21.01,1.77,3.47,2.76,3.1,12.02,0.2077,0.2556,0.0377,0.16699999999999998,373100000.0,19.39,-0.022000000000000002,114070000.0,96300000.0,77480000.0,4.01,0.086,146830000.0,7.61,536000.0,0.11,90000000.0,135880000.0,0.54,0.0545,0.1325,71.99,50.45,N/A,N/A,N/A
plx,plx.services,2016.0,package/freight delivery,1 - 10,san jose, california, united states,linkedin.com/company/plx,1,1,4.1,25.0,15,4,PLXP,39790000.0,40010000.0,,-2.62,-0.03,47.99,,48.25,-3.13,0.0,-15.638699999999998,-0.3709,-4.5406,829230.0,0.09,-0.81,753110.0,-12790000.0,-28990000.0,-3.285,,18510000.0,2.03,5180000.0,149.88,-11310000.0,-6620000.0,,0.0259,0.1325,7.41,1.0,N/A,N/A,N/A
pec,peccorp.com,1984.0,industrial automation,1001 - 5000,leuven, vlaams-brabant, belgium,linkedin.com/company/pec,363,607,3.4,25.0,19,7,BSTC,389020000.0,289220000.0,16.75,14.15,0.71,10.72,3.53,7.97,10.74,0.6423000000000001,0.7322,,,36280000.0,4.97,0.156,32960000.0,26940000.0,23300000.0,3.17,0.244,85280000.0,11.61,,,,,1.17,-0.1127,0.1325,73.31,45.81,N/A,N/A,N/A
